,OID_,Location,centroid_lat,centroid_lon
124,124,Clement Town,30.207645852098345,77.8991806396948
125,125,Clement Town,30.207645852098345,77.9036706396948
126,126,Clement Town,30.207645852098345,77.90816063969476
127,127,Clement Town,30.207645852098345,77.91265063969482
128,128,Clement Town,30.207645852098345,77.91714063969481
129,129,Clement Town,30.207645852098345,77.92163063969477
130,130,Clement Town,30.207645852098345,77.92612063969486
131,131,Clement Town,30.207645852098345,77.93061063969475
132,132,Clement Town,30.207645852098345,77.93510063969481
133,133,Clement Town,30.207645852098345,77.9395906396948
134,134,Clement Town,30.207645852098345,77.94408063969476
135,135,Clement Town,30.207645852098345,77.94857063969475
136,136,Clement Town,30.207645852098345,77.95306063969471
137,137,Clement Town,30.207645852098345,77.9575506396948
138,138,Clement Town,30.207645852098345,77.96204063969486
139,139,Clement Town,30.207645852098345,77.96653063969485
140,140,Clement Town,30.207645852098345,77.97102063969481
141,141,Clement Town,30.207645852098345,77.9755106396948
142,142,Clement Town,30.207645852098345,77.9800006396948
143,143,Clement Town,30.207645852098345,77.98449063969485
144,144,Clement Town,30.207645852098345,77.98898063969484
145,145,Clement Town,30.207645852098345,77.9934706396948
146,146,Clement Town,30.207645852098345,77.9979606396948
147,147,Clement Town,30.207645852098345,78.00245063969476
148,148,Clement Town,30.207645852098345,78.00694063969482
149,149,Clement Town,30.207645852098345,78.01143063969484
150,150,Clement Town,30.207645852098345,78.0159206396948
151,151,Clement Town,30.207645852098345,78.02041063969486
152,152,Clement Town,30.207645852098345,78.02490063969475
153,153,Clement Town,30.207645852098345,78.02939063969481
154,154,Clement Town,30.207645852098345,78.0338806396948
155,155,Clement Town,30.207645852098345,78.03837063969476
156,156,Clement Town,30.207645852098345,78.04286063969478
157,157,Clement Town,30.207645852098345,78.04735063969474
158,158,Clement Town,30.207645852098345,78.0518406396948
159,159,Doiwala,30.207645852098345,78.05633063969479
160,160,Doiwala,30.207645852098345,78.06082063969475
161,161,Doiwala,30.207645852098345,78.06531063969484
162,162,Doiwala,30.207645852098345,78.06980063969483
163,163,Doiwala,30.207645852098345,78.0742906396948
164,164,Doiwala,30.207645852098345,78.07878063969486
165,165,Doiwala,30.207645852098345,78.08327063969485
166,166,Doiwala,30.207645852098345,78.0877606396948
167,167,Doiwala,30.207645852098345,78.0922506396948
168,168,Doiwala,30.207645852098345,78.09674063969479
169,169,Doiwala,30.207645852098345,78.10123063969485
170,170,Doiwala,30.207645852098345,78.10572063969484
171,171,Doiwala,30.207645852098345,78.1102106396948
172,172,Doiwala,30.207645852098345,78.11470063969486
173,173,Doiwala,30.207645852098345,78.11919063969475
174,174,Doiwala,30.207645852098345,78.12368063969481
175,175,Doiwala,30.207645852098345,78.12817063969483
176,176,Doiwala,30.207645852098345,78.13266063969479
177,177,Doiwala,30.207645852098345,78.13715063969478
178,178,Doiwala,30.207645852098345,78.14164063969474
179,179,Doiwala,30.207645852098345,78.1461306396948
180,180,Doiwala,30.207645852098345,78.1506206396948
181,181,Doiwala,30.207645852098345,78.15511063969475
182,182,Doiwala,30.207645852098345,78.15960063969484
183,183,Doiwala,30.207645852098345,78.16409063969483
184,184,Doiwala,30.207645852098345,78.1685806396948
185,185,Doiwala,30.207645852098345,78.17307063969479
186,186,Doiwala,30.207645852098345,78.17756063969475
187,187,Doiwala,30.207645852098345,78.18205063969484
188,188,Doiwala,30.207645852098345,78.18654063969483
189,189,Doiwala,30.207645852098345,78.19103063969479
190,190,Doiwala,30.207645852098345,78.19552063969485
191,191,Doiwala,30.207645852098345,78.20001063969484
192,192,Doiwala,30.207645852098345,78.2045006396948
193,193,Narendranagar,30.207645852098345,78.20899063969479
194,194,Narendranagar,30.207645852098345,78.21348063969478
195,195,Narendranagar,30.207645852098345,78.21797063969484
196,196,Narendranagar,30.207645852098345,78.22246063969483
197,197,Narendranagar,30.207645852098345,78.22695063969479
198,198,Narendranagar,30.207645852098345,78.23144063969478
199,199,Narendranagar,30.207645852098345,78.23593063969474
200,200,Narendranagar,30.207645852098345,78.2404206396948
201,201,Narendranagar,30.207645852098345,78.24491063969482
202,202,Narendranagar,30.207645852098345,78.24940063969478
203,203,Narendranagar,30.207645852098345,78.25389063969484
204,204,Narendranagar,30.207645852098345,78.25838063969483
205,205,Narendranagar,30.207645852098345,78.2628706396948
206,206,Narendranagar,30.207645852098345,78.26736063969479
207,207,Narendranagar,30.207645852098345,78.27185063969475
208,208,Narendranagar,30.207645852098345,78.27634063969484
209,209,Narendranagar,30.207645852098345,78.28083063969483
210,210,Narendranagar,30.207645852098345,78.28532063969479
211,211,Narendranagar,30.207645852098345,78.28981063969478
212,212,Narendranagar,30.207645852098345,78.29430063969474
213,213,Narendranagar,30.207645852098345,78.29879063969483
214,214,Narendranagar,30.207645852098345,78.30328063969482
215,215,Narendranagar,30.207645852098345,78.30777063969478
216,216,Clement Town,30.212135852098346,77.82734063969477
217,217,Clement Town,30.212135852098346,77.83183063969486
218,218,Clement Town,30.212135852098346,77.83632063969472
219,219,Clement Town,30.212135852098346,77.84081063969481
220,220,Clement Town,30.212135852098346,77.84530063969487
221,221,Clement Town,30.212135852098346,77.84979063969486
222,222,Clement Town,30.212135852098346,77.85428063969475
223,223,Clement Town,30.212135852098346,77.85877063969471
224,224,Clement Town,30.212135852098346,77.8632606396948
225,225,Clement Town,30.212135852098346,77.86775063969486
226,226,Clement Town,30.212135852098346,77.87224063969485
227,227,Clement Town,30.212135852098346,77.87673063969481
228,228,Clement Town,30.212135852098346,77.8812206396948
229,229,Clement Town,30.212135852098346,77.88571063969476
230,230,Clement Town,30.212135852098346,77.89020063969483
231,231,Clement Town,30.212135852098346,77.89469063969484
232,232,Clement Town,30.212135852098346,77.8991806396948
233,233,Clement Town,30.212135852098346,77.9036706396948
234,234,Clement Town,30.212135852098346,77.90816063969476
235,235,Clement Town,30.212135852098346,77.91265063969482
236,236,Clement Town,30.212135852098346,77.91714063969481
237,237,Clement Town,30.212135852098346,77.92163063969477
238,238,Clement Town,30.212135852098346,77.92612063969486
239,239,Clement Town,30.212135852098346,77.93061063969475
240,240,Clement Town,30.212135852098346,77.93510063969481
241,241,Clement Town,30.212135852098346,77.9395906396948
242,242,Clement Town,30.212135852098346,77.94408063969476
243,243,Clement Town,30.212135852098346,77.94857063969475
244,244,Clement Town,30.212135852098346,77.95306063969471
245,245,Clement Town,30.212135852098346,77.9575506396948
246,246,Clement Town,30.212135852098346,77.96204063969486
247,247,Clement Town,30.212135852098346,77.96653063969485
248,248,Clement Town,30.212135852098346,77.97102063969481
249,249,Clement Town,30.212135852098346,77.9755106396948
250,250,Clement Town,30.212135852098346,77.9800006396948
251,251,Clement Town,30.212135852098346,77.98449063969485
252,252,Clement Town,30.212135852098346,77.98898063969484
253,253,Clement Town,30.212135852098346,77.9934706396948
254,254,Clement Town,30.212135852098346,77.9979606396948
255,255,Clement Town,30.212135852098346,78.00245063969476
256,256,Clement Town,30.212135852098346,78.00694063969482
257,257,Clement Town,30.212135852098346,78.01143063969484
258,258,Clement Town,30.212135852098346,78.0159206396948
259,259,Clement Town,30.212135852098346,78.02041063969486
260,260,Clement Town,30.212135852098346,78.02490063969475
261,261,Clement Town,30.212135852098346,78.02939063969481
262,262,Clement Town,30.212135852098346,78.0338806396948
263,263,Clement Town,30.212135852098346,78.03837063969476
264,264,Clement Town,30.212135852098346,78.04286063969478
265,265,Clement Town,30.212135852098346,78.04735063969474
266,266,Clement Town,30.212135852098346,78.0518406396948
267,267,Clement Town,30.212135852098346,78.05633063969479
268,268,Doiwala,30.212135852098346,78.06082063969475
269,269,Doiwala,30.212135852098346,78.06531063969484
270,270,Doiwala,30.212135852098346,78.06980063969483
271,271,Doiwala,30.212135852098346,78.0742906396948
272,272,Doiwala,30.212135852098346,78.07878063969486
273,273,Doiwala,30.212135852098346,78.08327063969485
274,274,Doiwala,30.212135852098346,78.0877606396948
275,275,Doiwala,30.212135852098346,78.0922506396948
276,276,Doiwala,30.212135852098346,78.09674063969479
277,277,Doiwala,30.212135852098346,78.10123063969485
278,278,Doiwala,30.212135852098346,78.10572063969484
279,279,Doiwala,30.212135852098346,78.1102106396948
280,280,Doiwala,30.212135852098346,78.11470063969486
281,281,Doiwala,30.212135852098346,78.11919063969475
282,282,Doiwala,30.212135852098346,78.12368063969481
283,283,Doiwala,30.212135852098346,78.12817063969483
284,284,Doiwala,30.212135852098346,78.13266063969479
285,285,Doiwala,30.212135852098346,78.13715063969478
286,286,Doiwala,30.212135852098346,78.14164063969474
287,287,Doiwala,30.212135852098346,78.1461306396948
288,288,Doiwala,30.212135852098346,78.1506206396948
289,289,Doiwala,30.212135852098346,78.15511063969475
290,290,Doiwala,30.212135852098346,78.15960063969484
291,291,Doiwala,30.212135852098346,78.16409063969483
292,292,Doiwala,30.212135852098346,78.1685806396948
293,293,Doiwala,30.212135852098346,78.17307063969479
294,294,Doiwala,30.212135852098346,78.17756063969475
295,295,Doiwala,30.212135852098346,78.18205063969484
296,296,Doiwala,30.212135852098346,78.18654063969483
297,297,Doiwala,30.212135852098346,78.19103063969479
298,298,Doiwala,30.212135852098346,78.19552063969485
299,299,Doiwala,30.212135852098346,78.20001063969484
300,300,Doiwala,30.212135852098346,78.2045006396948
301,301,Narendranagar,30.212135852098346,78.20899063969479
302,302,Narendranagar,30.212135852098346,78.21348063969478
303,303,Narendranagar,30.212135852098346,78.21797063969484
304,304,Narendranagar,30.212135852098346,78.22246063969483
305,305,Narendranagar,30.212135852098346,78.22695063969479
306,306,Narendranagar,30.212135852098346,78.23144063969478
307,307,Narendranagar,30.212135852098346,78.23593063969474
308,308,Narendranagar,30.212135852098346,78.2404206396948
309,309,Narendranagar,30.212135852098346,78.24491063969482
310,310,Narendranagar,30.212135852098346,78.24940063969478
311,311,Narendranagar,30.212135852098346,78.25389063969484
312,312,Narendranagar,30.212135852098346,78.25838063969483
313,313,Narendranagar,30.212135852098346,78.2628706396948
314,314,Narendranagar,30.212135852098346,78.26736063969479
315,315,Narendranagar,30.212135852098346,78.27185063969475
316,316,Narendranagar,30.212135852098346,78.27634063969484
317,317,Narendranagar,30.212135852098346,78.28083063969483
318,318,Narendranagar,30.212135852098346,78.28532063969479
319,319,Narendranagar,30.212135852098346,78.28981063969478
320,320,Narendranagar,30.212135852098346,78.29430063969474
321,321,Narendranagar,30.212135852098346,78.29879063969483
322,322,Narendranagar,30.212135852098346,78.30328063969482
323,323,Narendranagar,30.212135852098346,78.30777063969478
324,324,Clement Town,30.216625852098296,77.82734063969477
325,325,Clement Town,30.216625852098296,77.83183063969486
326,326,Clement Town,30.216625852098296,77.83632063969472
327,327,Clement Town,30.216625852098296,77.84081063969481
328,328,Clement Town,30.216625852098296,77.84530063969487
329,329,Clement Town,30.216625852098296,77.84979063969486
330,330,Clement Town,30.216625852098296,77.85428063969475
331,331,Clement Town,30.216625852098296,77.85877063969471
332,332,Clement Town,30.216625852098296,77.8632606396948
333,333,Clement Town,30.216625852098296,77.86775063969486
334,334,Clement Town,30.216625852098296,77.87224063969485
335,335,Clement Town,30.216625852098296,77.87673063969481
336,336,Clement Town,30.216625852098296,77.8812206396948
337,337,Clement Town,30.216625852098296,77.88571063969476
338,338,Clement Town,30.216625852098296,77.89020063969483
339,339,Clement Town,30.216625852098296,77.89469063969484
340,340,Clement Town,30.216625852098296,77.8991806396948
341,341,Clement Town,30.216625852098296,77.9036706396948
342,342,Clement Town,30.216625852098296,77.90816063969476
343,343,Clement Town,30.216625852098296,77.91265063969482
344,344,Clement Town,30.216625852098296,77.91714063969481
345,345,Clement Town,30.216625852098296,77.92163063969477
346,346,Clement Town,30.216625852098296,77.92612063969486
347,347,Clement Town,30.216625852098296,77.93061063969475
348,348,Clement Town,30.216625852098296,77.93510063969481
349,349,Clement Town,30.216625852098296,77.9395906396948
350,350,Clement Town,30.216625852098296,77.94408063969476
351,351,Clement Town,30.216625852098296,77.94857063969475
352,352,Clement Town,30.216625852098296,77.95306063969471
353,353,Clement Town,30.216625852098296,77.9575506396948
354,354,Clement Town,30.216625852098296,77.96204063969486
355,355,Clement Town,30.216625852098296,77.96653063969485
356,356,Clement Town,30.216625852098296,77.97102063969481
357,357,Clement Town,30.216625852098296,77.9755106396948
358,358,Clement Town,30.216625852098296,77.9800006396948
359,359,Clement Town,30.216625852098296,77.98449063969485
360,360,Clement Town,30.216625852098296,77.98898063969484
361,361,Clement Town,30.216625852098296,77.9934706396948
362,362,Clement Town,30.216625852098296,77.9979606396948
363,363,Clement Town,30.216625852098296,78.00245063969476
364,364,Clement Town,30.216625852098296,78.00694063969482
365,365,Clement Town,30.216625852098296,78.01143063969484
366,366,Clement Town,30.216625852098296,78.0159206396948
367,367,Clement Town,30.216625852098296,78.02041063969486
368,368,Clement Town,30.216625852098296,78.02490063969475
369,369,Clement Town,30.216625852098296,78.02939063969481
370,370,Clement Town,30.216625852098296,78.0338806396948
371,371,Clement Town,30.216625852098296,78.03837063969476
372,372,Clement Town,30.216625852098296,78.04286063969478
373,373,Clement Town,30.216625852098296,78.04735063969474
374,374,Clement Town,30.216625852098296,78.0518406396948
375,375,Clement Town,30.216625852098296,78.05633063969479
376,376,Clement Town,30.216625852098296,78.06082063969475
377,377,Doiwala,30.216625852098296,78.06531063969484
378,378,Doiwala,30.216625852098296,78.06980063969483
379,379,Doiwala,30.216625852098296,78.0742906396948
380,380,Doiwala,30.216625852098296,78.07878063969486
381,381,Doiwala,30.216625852098296,78.08327063969485
382,382,Doiwala,30.216625852098296,78.0877606396948
383,383,Doiwala,30.216625852098296,78.0922506396948
384,384,Doiwala,30.216625852098296,78.09674063969479
385,385,Doiwala,30.216625852098296,78.10123063969485
386,386,Doiwala,30.216625852098296,78.10572063969484
387,387,Doiwala,30.216625852098296,78.1102106396948
388,388,Doiwala,30.216625852098296,78.11470063969486
389,389,Doiwala,30.216625852098296,78.11919063969475
390,390,Doiwala,30.216625852098296,78.12368063969481
391,391,Doiwala,30.216625852098296,78.12817063969483
392,392,Doiwala,30.216625852098296,78.13266063969479
393,393,Doiwala,30.216625852098296,78.13715063969478
394,394,Doiwala,30.216625852098296,78.14164063969474
395,395,Doiwala,30.216625852098296,78.1461306396948
396,396,Doiwala,30.216625852098296,78.1506206396948
397,397,Doiwala,30.216625852098296,78.15511063969475
398,398,Doiwala,30.216625852098296,78.15960063969484
399,399,Doiwala,30.216625852098296,78.16409063969483
400,400,Doiwala,30.216625852098296,78.1685806396948
401,401,Doiwala,30.216625852098296,78.17307063969479
402,402,Doiwala,30.216625852098296,78.17756063969475
403,403,Doiwala,30.216625852098296,78.18205063969484
404,404,Doiwala,30.216625852098296,78.18654063969483
405,405,Doiwala,30.216625852098296,78.19103063969479
406,406,Doiwala,30.216625852098296,78.19552063969485
407,407,Doiwala,30.216625852098296,78.20001063969484
408,408,Doiwala,30.216625852098296,78.2045006396948
409,409,Narendranagar,30.216625852098296,78.20899063969479
410,410,Narendranagar,30.216625852098296,78.21348063969478
411,411,Narendranagar,30.216625852098296,78.21797063969484
412,412,Narendranagar,30.216625852098296,78.22246063969483
413,413,Narendranagar,30.216625852098296,78.22695063969479
414,414,Narendranagar,30.216625852098296,78.23144063969478
415,415,Narendranagar,30.216625852098296,78.23593063969474
416,416,Narendranagar,30.216625852098296,78.2404206396948
417,417,Narendranagar,30.216625852098296,78.24491063969482
418,418,Narendranagar,30.216625852098296,78.24940063969478
419,419,Narendranagar,30.216625852098296,78.25389063969484
420,420,Narendranagar,30.216625852098296,78.25838063969483
421,421,Narendranagar,30.216625852098296,78.2628706396948
422,422,Narendranagar,30.216625852098296,78.26736063969479
423,423,Narendranagar,30.216625852098296,78.27185063969475
424,424,Narendranagar,30.216625852098296,78.27634063969484
425,425,Narendranagar,30.216625852098296,78.28083063969483
426,426,Narendranagar,30.216625852098296,78.28532063969479
427,427,Narendranagar,30.216625852098296,78.28981063969478
428,428,Narendranagar,30.216625852098296,78.29430063969474
429,429,Narendranagar,30.216625852098296,78.29879063969483
430,430,Narendranagar,30.216625852098296,78.30328063969482
431,431,Narendranagar,30.216625852098296,78.30777063969478
432,432,Clement Town,30.221115852098386,77.82734063969477
433,433,Clement Town,30.221115852098386,77.83183063969486
434,434,Clement Town,30.221115852098386,77.83632063969472
435,435,Clement Town,30.221115852098386,77.84081063969481
436,436,Clement Town,30.221115852098386,77.84530063969487
437,437,Clement Town,30.221115852098386,77.84979063969486
438,438,Clement Town,30.221115852098386,77.85428063969475
439,439,Clement Town,30.221115852098386,77.85877063969471
440,440,Clement Town,30.221115852098386,77.8632606396948
441,441,Clement Town,30.221115852098386,77.86775063969486
442,442,Clement Town,30.221115852098386,77.87224063969485
443,443,Clement Town,30.221115852098386,77.87673063969481
444,444,Clement Town,30.221115852098386,77.8812206396948
445,445,Clement Town,30.221115852098386,77.88571063969476
446,446,Clement Town,30.221115852098386,77.89020063969483
447,447,Clement Town,30.221115852098386,77.89469063969484
448,448,Clement Town,30.221115852098386,77.8991806396948
449,449,Clement Town,30.221115852098386,77.9036706396948
450,450,Clement Town,30.221115852098386,77.90816063969476
451,451,Clement Town,30.221115852098386,77.91265063969482
452,452,Clement Town,30.221115852098386,77.91714063969481
453,453,Clement Town,30.221115852098386,77.92163063969477
454,454,Clement Town,30.221115852098386,77.92612063969486
455,455,Clement Town,30.221115852098386,77.93061063969475
456,456,Clement Town,30.221115852098386,77.93510063969481
457,457,Clement Town,30.221115852098386,77.9395906396948
458,458,Clement Town,30.221115852098386,77.94408063969476
459,459,Clement Town,30.221115852098386,77.94857063969475
460,460,Clement Town,30.221115852098386,77.95306063969471
461,461,Clement Town,30.221115852098386,77.9575506396948
462,462,Clement Town,30.221115852098386,77.96204063969486
463,463,Clement Town,30.221115852098386,77.96653063969485
464,464,Clement Town,30.221115852098386,77.97102063969481
465,465,Clement Town,30.221115852098386,77.9755106396948
466,466,Clement Town,30.221115852098386,77.9800006396948
467,467,Clement Town,30.221115852098386,77.98449063969485
468,468,Clement Town,30.221115852098386,77.98898063969484
469,469,Clement Town,30.221115852098386,77.9934706396948
470,470,Clement Town,30.221115852098386,77.9979606396948
471,471,Clement Town,30.221115852098386,78.00245063969476
472,472,Clement Town,30.221115852098386,78.00694063969482
473,473,Clement Town,30.221115852098386,78.01143063969484
474,474,Clement Town,30.221115852098386,78.0159206396948
475,475,Clement Town,30.221115852098386,78.02041063969486
476,476,Clement Town,30.221115852098386,78.02490063969475
477,477,Clement Town,30.221115852098386,78.02939063969481
478,478,Clement Town,30.221115852098386,78.0338806396948
479,479,Clement Town,30.221115852098386,78.03837063969476
480,480,Clement Town,30.221115852098386,78.04286063969478
481,481,Clement Town,30.221115852098386,78.04735063969474
482,482,Clement Town,30.221115852098386,78.0518406396948
483,483,Clement Town,30.221115852098386,78.05633063969479
484,484,Clement Town,30.221115852098386,78.06082063969475
485,485,Clement Town,30.221115852098386,78.06531063969484
486,486,Doiwala,30.221115852098386,78.06980063969483
487,487,Doiwala,30.221115852098386,78.0742906396948
488,488,Doiwala,30.221115852098386,78.07878063969486
489,489,Doiwala,30.221115852098386,78.08327063969485
490,490,Doiwala,30.221115852098386,78.0877606396948
491,491,Doiwala,30.221115852098386,78.0922506396948
492,492,Doiwala,30.221115852098386,78.09674063969479
493,493,Doiwala,30.221115852098386,78.10123063969485
494,494,Doiwala,30.221115852098386,78.10572063969484
495,495,Doiwala,30.221115852098386,78.1102106396948
496,496,Doiwala,30.221115852098386,78.11470063969486
497,497,Doiwala,30.221115852098386,78.11919063969475
498,498,Doiwala,30.221115852098386,78.12368063969481
499,499,Doiwala,30.221115852098386,78.12817063969483
500,500,Doiwala,30.221115852098386,78.13266063969479
501,501,Doiwala,30.221115852098386,78.13715063969478
502,502,Doiwala,30.221115852098386,78.14164063969474
503,503,Doiwala,30.221115852098386,78.1461306396948
504,504,Doiwala,30.221115852098386,78.1506206396948
505,505,Doiwala,30.221115852098386,78.15511063969475
506,506,Doiwala,30.221115852098386,78.15960063969484
507,507,Doiwala,30.221115852098386,78.16409063969483
508,508,Doiwala,30.221115852098386,78.1685806396948
509,509,Doiwala,30.221115852098386,78.17307063969479
510,510,Doiwala,30.221115852098386,78.17756063969475
511,511,Doiwala,30.221115852098386,78.18205063969484
512,512,Doiwala,30.221115852098386,78.18654063969483
513,513,Doiwala,30.221115852098386,78.19103063969479
514,514,Doiwala,30.221115852098386,78.19552063969485
515,515,Doiwala,30.221115852098386,78.20001063969484
516,516,Doiwala,30.221115852098386,78.2045006396948
517,517,Narendranagar,30.221115852098386,78.20899063969479
518,518,Narendranagar,30.221115852098386,78.21348063969478
519,519,Narendranagar,30.221115852098386,78.21797063969484
520,520,Narendranagar,30.221115852098386,78.22246063969483
521,521,Narendranagar,30.221115852098386,78.22695063969479
522,522,Narendranagar,30.221115852098386,78.23144063969478
523,523,Narendranagar,30.221115852098386,78.23593063969474
524,524,Narendranagar,30.221115852098386,78.2404206396948
525,525,Narendranagar,30.221115852098386,78.24491063969482
526,526,Narendranagar,30.221115852098386,78.24940063969478
527,527,Narendranagar,30.221115852098386,78.25389063969484
528,528,Narendranagar,30.221115852098386,78.25838063969483
529,529,Narendranagar,30.221115852098386,78.2628706396948
530,530,Narendranagar,30.221115852098386,78.26736063969479
531,531,Narendranagar,30.221115852098386,78.27185063969475
