OID_,Shape_Leng,Shape_Area,ET_mean_2001,ET_mean_2005,ET_mean_2010,ET_mean_2015,ET_mean_2020,ET_mean__5,zone,LULC_Code,Litho,aspect,curvature,elevation,rain,Location,centroid_lat,centroid_lon,names_LULC_Code,names_Litho,gw_pot,gwp_class,slope,hillshade,urban_1995,urban_2000,urban_2005,urban_2010,urban_2015,urban_name_1995,urban_name_2000,urban_name_2005,urban_name_2010,urban_name_2015,
1676,0.01796,2.02E-05,111.9487179,120.0769231,85.91666667,112.175,133.85,106.4279601,Raipur,4,1,141.7408865,0.001841748,617.4323308,1393.976196,Raipur,30.27050585,78.07878064,Forest,1,9.984962406,4,3.06926,177.188,4,4,4,4,4,Forest,Forest,Forest,Forest,Forest,
1677,0.01796,2.02E-05,76.79487179,87.92307692,58.11111111,71.35135135,85.05882353,79.09119011,Raipur,4,1,152.696254,-0.010086278,606.6117647,1413.548468,Raipur,30.27050585,78.08327064,Forest,1,8.97254902,3,3.24615,176.369,3,3,3,3,3,Barren Land,Barren Land,Barren Land,Barren Land,Barren Land,
1678,0.01796,2.02E-05,79.65714286,85.44736842,58.4,80.66666667,73.61111111,78.91640867,Raipur,3,1,198.6987274,-0.006779127,607.8302583,1526.952515,Raipur,30.27050585,78.08776064,Bareland,1,9.41697417,4,2.59002,180.354,2,2,2,2,2,Cropland,Cropland,Cropland,Cropland,Cropland,
1679,0.01796,2.02E-05,79.64864865,90.475,61.32258065,78.5,71.11764706,81.68288854,Raipur,3,1,180.2188364,0.006077066,611.0419847,1526.952515,Raipur,30.27050585,78.09225064,Bareland,1,9.099236641,4,2.22642,177.966,2,2,2,2,2,Cropland,Cropland,Cropland,Cropland,Cropland,
1680,0.01796,2.02E-05,93,98.21621622,71.21875,88.43243243,86.9375,87.48387097,Raipur,3,1,189.5714796,-0.005963262,611.7790262,1526.952515,Raipur,30.27050585,78.09674064,Bareland,1,10,4,1.93269,178.921,2,2,2,2,2,Cropland,Cropland,Cropland,Cropland,Cropland,
1681,0.01796,2.02E-05,84.58536585,103.0512821,71.45454545,90.47058824,79.6,86.48549618,Raipur,2,1,185.3423412,-0.001828003,614.7537313,1526.952515,Raipur,30.27050585,78.10123064,Cropland,1,10,4,2.39407,177.675,2,2,2,2,2,Cropland,Cropland,Cropland,Cropland,Cropland,
1682,0.01796,2.02E-05,82.18918919,99.97368421,67.91176471,81.78787879,80.78947368,85.01644245,Raipur,2,1,187.3069569,0.021445257,618.0077821,1526.952515,Raipur,30.27050585,78.10572064,Cropland,1,10,4,2.28006,178.568,4,4,2,2,2,Forest,Forest,Cropland,Cropland,Cropland,
1683,0.01796,2.02E-05,65.66666667,76.71052632,61.57575758,66.18181818,65.94117647,71.37894737,Raipur,2,1,176.1891342,0.003628926,618.9814815,1526.952515,Raipur,30.27050585,78.11021064,Cropland,1,10,4,2.21055,177.159,4,4,2,2,2,Forest,Forest,Cropland,Cropland,Cropland,
1684,0.01796,2.02E-05,84.05128205,97.15789474,74.89189189,82.12195122,99.72222222,88.60770328,Raipur,4,1,191.0202298,-0.005763587,618.6901961,1526.952515,Raipur,30.27050585,78.11470064,Forest,1,9.976470588,4,3.17366,177.725,4,4,4,4,4,Forest,Forest,Forest,Forest,Forest,
1685,0.01796,2.02E-05,69.12121212,86.5,68.30555556,74.80555556,93.85,77.62084592,Raipur,2,1,166.1886328,-0.000462175,619.8981132,1526.952515,Raipur,30.27050585,78.11919064,Cropland,1,9.932075472,4,2.99638,176.189,2,2,2,2,2,Cropland,Cropland,Cropland,Cropland,Cropland,
1686,0.01796,2.02E-05,39.87096774,56,49,45.76,70.47058824,50.58558559,Raipur,4,1,141.961408,0.050760114,614.7414449,1526.952515,Raipur,30.27050585,78.12368064,Forest,1,9.718631179,4,3.95406,176.456,4,4,4,4,4,Forest,Forest,Forest,Forest,Forest,
1687,0.01796,2.02E-05,48.25,60.18181818,60.68965517,50.45833333,61.17647059,58.60477941,Raipur,2,5,158.0219397,-0.044706157,594.4562738,1526.952515,Raipur,30.27050585,78.12817064,Cropland,5,8.851711027,3,3.21283,175.198,2,2,2,2,2,Cropland,Cropland,Cropland,Cropland,Cropland,
1688,0.01796,2.02E-05,32.84848485,58.44117647,74.22857143,94.33333333,72.57894737,74.32457496,Raipur,3,5,169.5280942,0.004502803,592.9154412,1523.678373,Raipur,30.27050585,78.13266064,Bareland,5,8.683823529,3,2.30377,177.246,,,,,,,,,,,
1689,0.01796,2.02E-05,78.05555556,105.0512821,85.57142857,100.4,90.40909091,97.35507246,NA,3,1,184.5259466,-0.000471062,590.7230769,1500.336914,Raipur,30.27050585,78.13715064,Bareland,1,8.784615385,4,2.69677,178.038,,,,,,,,,,,
1690,0.01796,2.02E-05,45.66666667,85.84210526,57.13888889,56.05405405,59.72727273,72.24857955,NA,2,1,202.8248831,-0.014114362,594.1561338,1500.336914,Raipur,30.27050585,78.14164064,Cropland,1,9.866171004,4,3.22739,178.216,,,,,,,,,,,
1691,0.01796,2.02E-05,45.66666667,85.84210526,57.13888889,56.05405405,59.72727273,72.24857955,NA,2,1,241.7431132,-0.004272423,632.8914729,1500.336914,Raipur,30.27050585,78.14613064,Cropland,1,6.496124031,2,15.7608,185.81,,,,,,,,,,,
1692,0.01796,2.02E-05,37.94444444,87.425,67.36363636,63.7027027,62.68421053,73.2596291,NA,3,1,266.2055274,0.196803425,763.1030534,1500.336914,Raipur,30.27050585,78.15062064,Bareland,1,4.580152672,2,27.8726,190.099,,,,,,,,,,,
1693,0.01796,2.02E-05,30.05555556,90.07894737,77.34285714,54,62.47368421,73.0102489,NA,4,12,192.6026465,0.237993602,847.9924242,1500.336914,Raipur,30.27050585,78.15511064,Forest,12,4.803030303,2,24.6677,167.943,,,,,,,,,,,
1694,0.01796,2.02E-05,38.45945946,95.69444444,85.19444444,59.45714286,76.35,77.80028944,NA,4,12,173.559149,-0.042724267,827.3527132,1500.336914,Raipur,30.27050585,78.15960064,Forest,12,4.775193798,2,26.425,104.078,,,,,,,,,,,
1695,0.01796,2.02E-05,45.13888889,98.26315789,85.75,64.63888889,81.95,82.70851371,NA,4,12,205.5145039,-0.12381722,820.2481752,1500.336914,Raipur,30.27050585,78.16409064,Forest,12,4.737226277,2,24.2534,141.967,,,,,,,,,,,
1696,0.01796,2.02E-05,48.94444444,96.07894737,86.86111111,72.38888889,88.8,84.17706821,NA,4,12,172.4538145,0.237886544,893.2115385,1500.336914,Raipur,30.27050585,78.16858064,Forest,12,5.330769231,2,23.5677,128.323,,,,,,,,,,,
1697,0.01796,2.02E-05,46.78378378,96.67567568,82.55882353,72.94736842,89.19047619,83.00732064,NA,4,12,137.9743091,-0.160126344,793.9555556,1500.336914,Raipur,30.27050585,78.17307064,Forest,12,5.562962963,2,21.2935,114.281,,,,,,,,,,,
1698,0.01796,2.02E-05,49.46153846,89.62162162,78.72727273,68.02702703,82.71428571,77.95266272,NA,4,12,174.8214065,-0.089158948,758.3218391,1500.336914,Raipur,30.27050585,78.17756064,Forest,12,5.578544061,2,15.6822,135.176,,,,,,,,,,,
1699,0.01796,2.02E-05,36.73684211,79.37837838,76.91428571,58.45714286,74.85714286,70.85316847,NA,4,12,253.7884512,-0.167055711,786.5325671,1495.661821,Raipur,30.27050585,78.18205064,Forest,12,5.08045977,2,23.0738,201.1,,,,,,,,,,,
1700,0.01796,2.02E-05,33.21621622,78.11111111,69.48484848,51.63636364,70.89473684,66.81875,NA,4,12,208.0965907,0.410410948,901.6264151,1434.009033,Raipur,30.27050585,78.18654064,Forest,12,4.060377358,2,30.3513,151.034,,,,,,,,,,,
1701,0.01796,2.02E-05,32.94594595,83.38235294,64.68571429,59.71052632,73.47368421,69.4247392,NA,4,6,226.4993306,-0.253117555,837.6352941,1434.009033,Raipur,30.27050585,78.19103064,Forest,6,2.737254902,1,26.1202,154.341,,,,,,,,,,,
1702,0.01796,2.02E-05,35.81578947,73.62857143,67.21621622,54.91666667,68.33333333,66.45132743,NA,4,6,262.8059548,-0.182592784,900.967033,1434.009033,Raipur,30.27050585,78.19552064,Forest,6,2.732600733,1,20.8067,194.857,,,,,,,,,,,
1703,0.01796,2.02E-05,29.47058824,70.47058824,62.29411765,49.82857143,77,61.14570552,NA,4,6,265.564891,-0.129542175,996.3807692,1434.009033,Raipur,30.27050585,78.20001064,Forest,6,3.361538462,2,24.9136,199.427,,,,,,,,,,,
1704,0.01796,2.02E-05,30.61764706,72.72222222,59.41176471,47.85714286,77,58.94623656,NA,4,6,269.1014624,0.19914076,1124.839695,1434.009033,Raipur,30.27050585,78.20450064,Forest,6,3.236641221,2,22.4173,207.813,,,,,,,,,,,
1705,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Raipur,30.27050585,78.20899064,0,0,,,,,,,,,,,,,,,
1706,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Raipur,30.27050585,78.21348064,0,0,,,,,,,,,,,,,,,
1707,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Narendranagar,30.27050585,78.21797064,0,0,,,,,,,,,,,,,,,
1708,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Narendranagar,30.27050585,78.22246064,0,0,,,,,,,,,,,,,,,
1709,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Narendranagar,30.27050585,78.22695064,0,0,,,,,,,,,,,,,,,
1710,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Narendranagar,30.27050585,78.23144064,0,0,,,,,,,,,,,,,,,
1711,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Narendranagar,30.27050585,78.23593064,0,0,,,,,,,,,,,,,,,
1712,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Narendranagar,30.27050585,78.24042064,0,0,,,,,,,,,,,,,,,
1713,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Narendranagar,30.27050585,78.24491064,0,0,,,,,,,,,,,,,,,
1714,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Narendranagar,30.27050585,78.24940064,0,0,,,,,,,,,,,,,,,
1715,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Narendranagar,30.27050585,78.25389064,0,0,,,,,,,,,,,,,,,
1716,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Narendranagar,30.27050585,78.25838064,0,0,,,,,,,,,,,,,,,
1717,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Narendranagar,30.27050585,78.26287064,0,0,,,,,,,,,,,,,,,
1718,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Narendranagar,30.27050585,78.26736064,0,0,,,,,,,,,,,,,,,
1719,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Narendranagar,30.27050585,78.27185064,0,0,,,,,,,,,,,,,,,
1720,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Narendranagar,30.27050585,78.27634064,0,0,,,,,,,,,,,,,,,
1721,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Narendranagar,30.27050585,78.28083064,0,0,,,,,,,,,,,,,,,
1722,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Narendranagar,30.27050585,78.28532064,0,0,,,,,,,,,,,,,,,
1723,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Narendranagar,30.27050585,78.28981064,0,0,,,,,,,,,,,,,,,
1724,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Narendranagar,30.27050585,78.29430064,0,0,,,,,,,,,,,,,,,
1725,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Narendranagar,30.27050585,78.29879064,0,0,,,,,,,,,,,,,,,
1726,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Narendranagar,30.27050585,78.30328064,0,0,,,,,,,,,,,,,,,
1727,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Narendranagar,30.27050585,78.30777064,0,0,,,,,,,,,,,,,,,
1728,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Clement Town,30.27499585,77.82734064,0,0,,,,,,,,,,,,,,,
1729,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Clement Town,30.27499585,77.83183064,0,0,,,,,,,,,,,,,,,
1730,0.01796,2.02E-05,24.05882353,73.27027027,68.30555556,37.94594595,58.1,60.3833581,NA,0,7,91.41833804,0.328304368,816.875,1385.580838,Clement Town,30.27499585,77.83632064,0,7,,,14.362,186.449,,,,,,,,,,,
1731,0.01796,2.02E-05,30.02777778,77.33333333,70.91666667,38.36111111,61.47368421,62.53115727,NA,4,7,150.5593383,-0.024719977,788.9266055,1393.315308,Clement Town,30.27499585,77.84081064,Forest,7,4,2,13.2095,183.422,,,,,,,,,,,
1732,0.01796,2.02E-05,30.97297297,76.88571429,69.5,40.22857143,66.63157895,62.24006116,NA,0,7,198.499721,0.048990499,769.075,1393.315308,Clement Town,30.27499585,77.84530064,0,7,4,2,10.8656,196.574,,,,,,,,,,,
1733,0.01796,2.02E-05,30.29411765,71.91428571,70.67647059,40.47058824,65.19047619,62.33333333,NA,4,7,181.6586771,-0.051669664,773.59375,1393.315308,Clement Town,30.27499585,77.84979064,Forest,7,4,2,13.1012,175.988,,,,,,,,,,,
1734,0.01796,2.02E-05,33.88571429,73.23529412,64.17647059,42.40540541,74.31818182,62.9984639,NA,4,7,161.9117297,0.094599186,752.619403,1393.315308,Clement Town,30.27499585,77.85428064,Forest,7,4.032786885,2,11.7706,180.981,,,,,,,,,,,
1735,0.01796,2.02E-05,31.24242424,74.44444444,57.63888889,43.17142857,67.19047619,62.48787879,NA,4,7,164.684636,-0.028124173,731.2074074,1393.315308,Clement Town,30.27499585,77.85877064,Forest,7,3.459259259,2,11.2656,181.248,,,,,,,,,,,
1736,0.01796,2.02E-05,33.4,76.44117647,60.82857143,45.45945946,66.95238095,63.22526636,NA,4,7,173.0369323,0.016016123,714.1230769,1393.315308,Clement Town,30.27499585,77.86326064,Forest,7,2.946153846,1,9.49833,184.458,,,,,,,,,,,
1737,0.01796,2.02E-05,34.13888889,71.97142857,60.18181818,43.77142857,70,61.9009009,NA,4,7,119.8205442,-0.059423654,689.9555556,1393.315308,Clement Town,30.27499585,77.86775064,Forest,7,3.037037037,2,7.72042,169.244,,,,,,,,,,,
1738,0.01796,2.02E-05,33.65714286,65.94285714,52.96774194,44.93939394,66.91304348,59.26740506,NA,4,7,170.9235835,-0.053167978,670.3139535,1393.315308,Clement Town,30.27499585,77.87224064,Forest,7,4.03875969,2,6.45811,182.36,,,,,,,,,,,
1739,0.01796,2.02E-05,77.24324324,115.9032258,97.25,92.90322581,164.7,106.5826235,NA,4,7,232.5919306,-0.030737281,692.6718147,1393.315308,Clement Town,30.27499585,77.87673064,Forest,7,2.007722008,1,9.72136,195.286,,,,,,,,,,,
1740,0.01796,2.02E-05,87.17142857,127,106.2333333,98.89655172,186,113.712305,NA,4,7,167.6644351,0.112879223,737.1380597,1393.315308,Clement Town,30.27499585,77.88122064,Forest,7,2.02238806,1,10.7905,188.53,,,,,,,,,,,
1741,0.01796,2.02E-05,87.11428571,142.7931034,110.7,108.5483871,192.5263158,117.6765734,NA,4,7,123.8091445,-0.039864817,705.1686275,1381.11491,Clement Town,30.27499585,77.88571064,Forest,7,5.858823529,1,7.59977,177.702,,,,,,,,,,,
1742,0.01796,2.02E-05,91.47058824,153.6896552,114.3,114.0333333,199.8421053,122.4367201,NA,4,1,148.0559736,-0.005875244,688.3099631,1359.297729,Clement Town,30.27499585,77.89020064,Forest,1,9.675276753,4,4.53986,185.155,,,,,,,,,,,
1743,0.01796,2.02E-05,95.60606061,153.3571429,113.21875,117.5,206.8888889,124.7540395,NA,4,1,127.2178497,0.008287866,680.8308271,1359.297729,Clement Town,30.27499585,77.89469064,Forest,1,9.894736842,4,4.42778,181.624,,,,,,,,,,,
1744,0.01796,2.02E-05,93.125,148.5517241,116.6,115.1851852,193.9473684,122.9801085,NA,4,1,134.0862429,1.03E-09,663.4636015,1359.297729,Clement Town,30.27499585,77.89918064,Forest,1,9.555555556,4,5.35341,178.329,,,,,,,,,,,
1745,0.01796,2.02E-05,93.125,148.5517241,116.6,115.1851852,193.9473684,122.9801085,NA,4,1,153.9105605,0.003140418,656.6483516,1359.297729,Clement Town,30.27499585,77.90367064,Forest,1,9.934065934,4,4.08118,183.238,,,,,,,,,,,
1746,0.01796,2.02E-05,89.23333333,144.9677419,117.516129,118.6538462,204.8125,124.6973451,NA,4,1,151.8194562,0.03314063,649.2196078,1359.297729,Clement Town,30.27499585,77.90816064,Forest,1,9.756862745,4,4.62456,183.851,,,,,,,,,,,
1747,0.01796,2.02E-05,94.96875,145.6,125.1333333,123.8275862,200.2777778,126.1046312,NA,4,1,166.9175211,-0.027941347,637.5513308,1359.297729,Clement Town,30.27499585,77.91265064,Forest,1,9.323193916,4,6.38134,184.487,,,,,,,,,,,
1748,0.01796,2.02E-05,99.12903226,143.516129,126.969697,116.2857143,191.7,126.5669014,NA,4,1,184.3468204,0.027835509,642.2954545,1359.297729,Clement Town,30.27499585,77.91714064,Forest,1,9.954545455,4,3.65283,184.14,,,,,,,,,,,
1749,0.01796,2.02E-05,98.34375,140.7419355,127.3225806,128.1071429,192.2,127.2070796,NA,4,1,186.4273104,-0.047549599,640.0431373,1359.297729,Clement Town,30.27499585,77.92163064,Forest,1,9.890196078,4,4.10783,184.729,,,,,,,,,,,
1750,0.01796,2.02E-05,104.6129032,144.1333333,129.1612903,136.3571429,190.8,129.0736086,NA,4,1,218.3233342,0.012962814,649.3394161,1359.297729,Clement Town,30.27499585,77.92612064,Forest,1,10,4,2.67841,184.617,,,,,,,,,,,
1751,0.01796,2.02E-05,96.29032258,147.0967742,125.28125,122.1333333,194.9545455,129.382716,NA,4,1,179.8698457,-0.000934932,654.1946565,1359.297729,Clement Town,30.27499585,77.93061064,Forest,1,9.221374046,4,3.49637,181.87,,,,,,,,,,,
1752,0.01796,2.02E-05,102,140.2258065,134.8787879,130.03125,195.2857143,132.9382304,NA,4,1,211.822155,0.016638281,656.845283,1355.550552,Clement Town,30.27499585,77.93510064,Forest,1,8,3,3.30143,185.668,,,,,,,,,,,
1753,0.01796,2.02E-05,109.3333333,154.5151515,131.7575758,132.9393939,188.0952381,137.474026,NA,4,1,181.759671,-0.008618697,655.5518519,1346.947876,Clement Town,30.27499585,77.93959064,Forest,1,7.82962963,3,5.57584,183.596,,,,,,,,,,,
1754,0.01796,2.02E-05,106.8125,156.5151515,133.6176471,138.9310345,182.0454545,135.6260434,NA,4,1,122.2657971,0.018731661,660.1686275,1346.947876,Clement Town,30.27499585,77.94408064,Forest,1,8,3,3.29353,181.796,,,,,,,,,,,
1755,0.01796,2.02E-05,106.7428571,166.8857143,130.2352941,130.7096774,188.9047619,136.9280936,NA,4,1,164.8720127,0.010511021,655.8208955,1346.947876,Clement Town,30.27499585,77.94857064,Forest,1,9.582089552,4,4.02868,184.806,,,,,,,,,,,
1756,0.01796,2.02E-05,118.2058824,154.71875,137.25,127.6774194,190.2380952,137.0514096,NA,4,1,149.7285123,-0.005674574,652.4169884,1346.947876,Clement Town,30.27499585,77.95306064,Forest,1,9.938223938,4,3.71868,182.317,,,,,,,,,,,
1757,0.01796,2.02E-05,96.89655172,169.1,132.78125,120.0689655,168.4782609,137.5059625,NA,4,1,129.1942281,0.016550843,642.9420849,1346.947876,Clement Town,30.27499585,77.95755064,Forest,1,9.922779923,4,3.78216,180.896,,,,,,,,,,,
1758,0.01796,2.02E-05,84.43589744,115.4358974,81.94444444,92.91176471,120.2608696,99.1732746,ADB,4,1,131.1511364,-0.008105045,625.2830882,1346.947876,Clement Town,30.27499585,77.96204064,Forest,1,9.625,4,4.85029,179.287,4,4,4,4,4,Forest,Forest,Forest,Forest,Forest,
1759,0.01796,2.02E-05,84.43589744,115.4358974,81.94444444,92.91176471,120.2608696,99.1732746,ADB,4,1,157.64377,-0.026850561,617.7807692,1346.947876,Clement Town,30.27499585,77.96653064,Forest,1,9.753846154,4,4.3558,182.704,4,4,4,4,4,Forest,Forest,Forest,Forest,Forest,
1760,0.01796,2.02E-05,94.96875,114.8235294,84.25714286,89.875,100.5238095,92.50980392,ADB,4,1,182.1827556,-0.034799522,611.9704797,1346.947876,Clement Town,30.27499585,77.97102064,Forest,1,9.911439114,4,3.92432,183.819,4,4,4,4,4,Forest,Forest,Forest,Forest,Forest,
1761,0.01796,2.02E-05,76.28571429,107.375,66,86.52173913,94.86666667,78.88644689,Pithuwala,4,1,189.0843158,-0.01530953,608.5719697,1346.947876,Clement Town,30.27499585,77.97551064,Forest,1,10,4,3.22665,182.792,2,2,2,2,2,Cropland,Cropland,Cropland,Cropland,Cropland,
1762,0.01796,2.02E-05,69.10344828,95.60606061,60.22580645,82.44444444,88,74.71019678,Pithuwala,4,1,135.0467793,-0.006147456,606.8880309,1346.947876,Clement Town,30.27499585,77.98000064,Forest,1,9.884169884,4,2.58064,180.34,2,2,1,1,1,Cropland,Cropland,Urban Area,Urban Area,Urban Area,
1763,0.01796,2.02E-05,65.48484848,85.31428571,58.60714286,89.51612903,94.83333333,76.32550336,Pithuwala,1,1,159.9322999,0.002285004,604.0970149,1346.947876,Clement Town,30.27499585,77.98449064,Urban Area,1,8.776119403,3,2.60547,181.638,3,3,3,1,1,Barren Land,Barren Land,Barren Land,Urban Area,Urban Area,
1764,0.01796,2.02E-05,71.2,67.78125,50.59259259,60.74074074,70.78947368,66.57669903,Pithuwala,1,1,168.9311414,0.002881794,603.9294118,1346.947876,Clement Town,30.27499585,77.98898064,Urban Area,1,8.156862745,3,2.17384,180.651,2,2,1,1,1,Cropland,Cropland,Urban Area,Urban Area,Urban Area,
1765,0.01796,2.02E-05,59.82758621,65.86206897,42.46428571,43.69230769,58.92857143,58.66860465,Pithuwala,1,1,127.6909367,0.010129614,600.1466165,1346.947876,Clement Town,30.27499585,77.99347064,Urban Area,1,8.676691729,3,2.06272,179.357,2,2,1,1,1,Cropland,Cropland,Urban Area,Urban Area,Urban Area,
1766,0.01796,2.02E-05,67.88235294,74.83870968,47.96666667,60.875,64.82352941,64.46245734,Pithuwala,1,1,156.6592309,-0.018949155,595.9169811,1346.947876,Clement Town,30.27499585,77.99796064,Urban Area,1,8,3,2.50264,180.355,2,2,1,1,1,Cropland,Cropland,Urban Area,Urban Area,Urban Area,
1767,0.01796,2.02E-05,61.82758621,71.84848485,53.20689655,50.12903226,69.05882353,64.12307692,Pithuwala,1,1,189.5825989,-0.017230497,596.7186312,1346.947876,Clement Town,30.27499585,78.00245064,Urban Area,1,8.25095057,3,2.66694,179.646,2,2,2,1,1,Cropland,Cropland,Cropland,Urban Area,Urban Area,
1768,0.01796,2.02E-05,65.3125,84.86666667,61.22222222,57.03125,76.5,68.78119935,Pithuwala,1,1,150.5144542,0.007178094,596.4652015,1346.947876,Clement Town,30.27499585,78.00694064,Urban Area,1,8.373626374,3,2.31257,177.927,2,2,2,2,1,Cropland,Cropland,Cropland,Cropland,Urban Area,
1769,0.01796,2.02E-05,79.84210526,92.94117647,76.85714286,88.97142857,87.36842105,81.48005908,Pithuwala,1,1,181.595646,-0.009930506,593.7722008,1346.947876,Clement Town,30.27499585,78.01143064,Urban Area,1,7.814671815,3,2.79404,179.795,3,3,3,3,3,Barren Land,Barren Land,Barren Land,Barren Land,Barren Land,
1770,0.01796,2.02E-05,75.05714286,91.14285714,74.65714286,81.83333333,80.66666667,79.78038067,Pithuwala,1,1,158.376064,-0.005985681,592.0150376,1346.947876,Clement Town,30.27499585,78.01592064,Urban Area,1,7.661654135,3,2.33585,178.624,2,2,2,2,1,Cropland,Cropland,Cropland,Cropland,Urban Area,
1771,0.01796,2.02E-05,71.6969697,88.28571429,64.40625,69.94117647,73.23809524,74.04504505,Pithuwala,2,1,204.6659137,0.013189749,594.8576923,1346.947876,Clement Town,30.27499585,78.02041064,Cropland,1,8.076923077,3,2.73261,179.888,2,2,2,2,2,Cropland,Cropland,Cropland,Cropland,Cropland,
1772,0.01796,2.02E-05,74.11428571,83.5,61.87878788,59.125,73.11111111,71.4832,Pithuwala,2,1,187.8962605,0.006171284,599.3682171,1346.947876,Clement Town,30.27499585,78.02490064,Cropland,1,8.643410853,3,2.73995,177.984,2,2,2,2,2,Cropland,Cropland,Cropland,Cropland,Cropland,
1773,0.01796,2.02E-05,65.47058824,80.57575758,57.96875,59.17241379,59.1875,67.54697987,Pithuwala,2,1,194.7514296,-0.003656007,600.1641791,1346.947876,Clement Town,30.27499585,78.02939064,Cropland,1,9.902985075,4,3.06202,179.284,2,2,2,2,2,Cropland,Cropland,Cropland,Cropland,Cropland,
1774,0.01796,2.02E-05,65.47058824,80.57575758,57.96875,59.17241379,59.1875,67.54697987,Pithuwala,2,1,189.40747,-0.012342567,603.7945736,1353.666207,Clement Town,30.27499585,78.03388064,Cropland,1,10,4,1.91528,179.926,2,2,2,2,2,Cropland,Cropland,Cropland,Cropland,Cropland,
1775,0.01796,2.02E-05,59.16216216,82.22857143,59.5,56.97222222,55,66.1066879,Pithuwala,2,1,172.8534419,0.019885441,608.0516605,1393.976196,Clement Town,30.27499585,78.03837064,Cropland,1,9.070110701,4,2.09641,179.867,2,2,2,2,2,Cropland,Cropland,Cropland,Cropland,Cropland,
1776,0.01796,2.02E-05,56.6,82.72222222,53.72413793,59.8,58.5625,64.59808612,Pithuwala,2,1,174.2144966,-0.000463925,608.8977273,1393.976196,Clement Town,30.27499585,78.04286064,Cropland,1,8,3,2.12115,178.17,2,2,2,2,2,Cropland,Cropland,Cropland,Cropland,Cropland,
1777,0.01796,2.02E-05,50.56666667,74.64705882,49.66666667,57.03333333,53.82352941,57.95683453,Pithuwala,1,5,211.2248866,0.002319625,609.3977273,1393.976196,Clement Town,30.27499585,78.04735064,Urban Area,5,8,3,1.97106,179.712,2,2,1,1,1,Cropland,Cropland,Urban Area,Urban Area,Urban Area,
1778,0.01796,2.02E-05,63.36111111,91.54545455,54.21212121,71.09090909,72.52941176,69.02254428,Pithuwala,2,1,196.4092179,-0.001371003,613.4477612,1393.976196,Clement Town,30.27499585,78.05184064,Cropland,1,8,3,2.36432,178.761,2,2,2,2,2,Cropland,Cropland,Cropland,Cropland,Cropland,
1779,0.01796,2.02E-05,74.45,91.64102564,60.79411765,64.85,81.40909091,73.00865801,Raipur,2,1,212.2576618,1.50E-10,618.2980392,1393.976196,Clement Town,30.27499585,78.05633064,Cropland,1,9.788235294,4,2.25917,180.58,2,2,2,2,2,Cropland,Cropland,Cropland,Cropland,Cropland,
1780,0.01796,2.02E-05,58.38235294,73.40540541,50.70967742,59.36842105,62,64.14307458,Raipur,2,1,185.5011542,-0.003199006,622.4029851,1393.976196,Raipur,30.27499585,78.06082064,Cropland,1,10,4,1.91706,178.851,2,2,2,2,2,Cropland,Cropland,Cropland,Cropland,Cropland,
1781,0.01796,2.02E-05,75,94.16216216,60,75.21052632,83.28571429,78.22566996,Raipur,2,1,163.433393,-0.004728813,622.1389961,1393.976196,Raipur,30.27499585,78.06531064,Cropland,1,10,4,2.15982,178.286,2,2,2,2,2,Cropland,Cropland,Cropland,Cropland,Cropland,
1782,0.01796,2.02E-05,74.58536585,88.84210526,57.81818182,65.15,77.13636364,73.45350501,Raipur,4,1,169.1250854,-0.012525979,619.844697,1393.976196,Raipur,30.27499585,78.06980064,Forest,1,10,4,2.24881,177.068,4,4,4,4,4,Forest,Forest,Forest,Forest,Forest,
