OID_,Shape_Leng,Shape_Area,ET_mean_2001,ET_mean_2005,ET_mean_2010,ET_mean_2015,ET_mean_2020,ET_mean__5,zone,LULC_Code,Litho,aspect,curvature,elevation,rain,Location,centroid_lat,centroid_lon,names_LULC_Code,names_Litho,gw_pot,gwp_class,slope,hillshade,urban_1995,urban_2000,urban_2005,urban_2010,urban_2015,urban_name_1995,urban_name_2000,urban_name_2005,urban_name_2010,urban_name_2015,
0,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Chhutmalpur,30.20315585,77.82734064,0,0,,,,,,,,,,,,,,,
1,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Chhutmalpur,30.20315585,77.83183064,0,0,,,,,,,,,,,,,,,
2,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Clement Town,30.20315585,77.83632064,0,0,,,,,,,,,,,,,,,
3,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Clement Town,30.20315585,77.84081064,0,0,,,,,,,,,,,,,,,
4,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Clement Town,30.20315585,77.84530064,0,0,,,,,,,,,,,,,,,
5,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Clement Town,30.20315585,77.84979064,0,0,,,,,,,,,,,,,,,
6,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Clement Town,30.20315585,77.85428064,0,0,,,,,,,,,,,,,,,
7,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Clement Town,30.20315585,77.85877064,0,0,,,,,,,,,,,,,,,
8,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Clement Town,30.20315585,77.86326064,0,0,,,,,,,,,,,,,,,
9,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Clement Town,30.20315585,77.86775064,0,0,,,,,,,,,,,,,,,
10,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Clement Town,30.20315585,77.87224064,0,0,,,,,,,,,,,,,,,
11,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Clement Town,30.20315585,77.87673064,0,0,,,,,,,,,,,,,,,
12,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Clement Town,30.20315585,77.88122064,0,0,,,,,,,,,,,,,,,
13,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Clement Town,30.20315585,77.88571064,0,0,,,,,,,,,,,,,,,
14,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Clement Town,30.20315585,77.89020064,0,0,,,,,,,,,,,,,,,
15,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Clement Town,30.20315585,77.89469064,0,0,,,,,,,,,,,,,,,
16,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Clement Town,30.20315585,77.89918064,0,0,,,,,,,,,,,,,,,
17,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Clement Town,30.20315585,77.90367064,0,0,,,,,,,,,,,,,,,
18,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Clement Town,30.20315585,77.90816064,0,0,,,,,,,,,,,,,,,
19,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Clement Town,30.20315585,77.91265064,0,0,,,,,,,,,,,,,,,
20,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Clement Town,30.20315585,77.91714064,0,0,,,,,,,,,,,,,,,
21,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Clement Town,30.20315585,77.92163064,0,0,,,,,,,,,,,,,,,
22,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Clement Town,30.20315585,77.92612064,0,0,,,,,,,,,,,,,,,
23,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Clement Town,30.20315585,77.93061064,0,0,,,,,,,,,,,,,,,
24,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Clement Town,30.20315585,77.93510064,0,0,,,,,,,,,,,,,,,
25,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Clement Town,30.20315585,77.93959064,0,0,,,,,,,,,,,,,,,
26,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Clement Town,30.20315585,77.94408064,0,0,,,,,,,,,,,,,,,
27,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Clement Town,30.20315585,77.94857064,0,0,,,,,,,,,,,,,,,
28,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Clement Town,30.20315585,77.95306064,0,0,,,,,,,,,,,,,,,
29,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Clement Town,30.20315585,77.95755064,0,0,,,,,,,,,,,,,,,
30,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Clement Town,30.20315585,77.96204064,0,0,,,,,,,,,,,,,,,
31,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Clement Town,30.20315585,77.96653064,0,0,,,,,,,,,,,,,,,
32,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Clement Town,30.20315585,77.97102064,0,0,,,,,,,,,,,,,,,
33,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Clement Town,30.20315585,77.97551064,0,0,,,,,,,,,,,,,,,
34,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Clement Town,30.20315585,77.98000064,0,0,,,,,,,,,,,,,,,
35,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Clement Town,30.20315585,77.98449064,0,0,,,,,,,,,,,,,,,
36,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Clement Town,30.20315585,77.98898064,0,0,,,,,,,,,,,,,,,
37,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Clement Town,30.20315585,77.99347064,0,0,,,,,,,,,,,,,,,
38,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Clement Town,30.20315585,77.99796064,0,0,,,,,,,,,,,,,,,
39,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Clement Town,30.20315585,78.00245064,0,0,,,,,,,,,,,,,,,
40,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Clement Town,30.20315585,78.00694064,0,0,,,,,,,,,,,,,,,
41,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Clement Town,30.20315585,78.01143064,0,0,,,,,,,,,,,,,,,
42,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Clement Town,30.20315585,78.01592064,0,0,,,,,,,,,,,,,,,
43,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Clement Town,30.20315585,78.02041064,0,0,,,,,,,,,,,,,,,
44,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Clement Town,30.20315585,78.02490064,0,0,,,,,,,,,,,,,,,
45,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Clement Town,30.20315585,78.02939064,0,0,,,,,,,,,,,,,,,
46,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Clement Town,30.20315585,78.03388064,0,0,,,,,,,,,,,,,,,
47,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Clement Town,30.20315585,78.03837064,0,0,,,,,,,,,,,,,,,
48,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Clement Town,30.20315585,78.04286064,0,0,,,,,,,,,,,,,,,
49,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Clement Town,30.20315585,78.04735064,0,0,,,,,,,,,,,,,,,
50,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Clement Town,30.20315585,78.05184064,0,0,,,,,,,,,,,,,,,
51,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Doiwala,30.20315585,78.05633064,0,0,,,,,,,,,,,,,,,
52,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Doiwala,30.20315585,78.06082064,0,0,,,,,,,,,,,,,,,
53,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Doiwala,30.20315585,78.06531064,0,0,,,,,,,,,,,,,,,
54,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Doiwala,30.20315585,78.06980064,0,0,,,,,,,,,,,,,,,
55,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Doiwala,30.20315585,78.07429064,0,0,,,,,,,,,,,,,,,
56,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Doiwala,30.20315585,78.07878064,0,0,,,,,,,,,,,,,,,
57,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Doiwala,30.20315585,78.08327064,0,0,,,,,,,,,,,,,,,
58,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Doiwala,30.20315585,78.08776064,0,0,,,,,,,,,,,,,,,
59,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Doiwala,30.20315585,78.09225064,0,0,,,,,,,,,,,,,,,
60,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Doiwala,30.20315585,78.09674064,0,0,,,,,,,,,,,,,,,
61,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Doiwala,30.20315585,78.10123064,0,0,,,,,,,,,,,,,,,
62,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Doiwala,30.20315585,78.10572064,0,0,,,,,,,,,,,,,,,
63,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Doiwala,30.20315585,78.11021064,0,0,,,,,,,,,,,,,,,
64,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Doiwala,30.20315585,78.11470064,0,0,,,,,,,,,,,,,,,
65,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Doiwala,30.20315585,78.11919064,0,0,,,,,,,,,,,,,,,
66,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Doiwala,30.20315585,78.12368064,0,0,,,,,,,,,,,,,,,
67,0.01796,2.02E-05,27.32352941,76.63888889,60.46875,39.5,67,61.14592934,NA,0,1,18.43494797,0.122476242,532,1505.93335,Doiwala,30.20315585,78.12817064,0,1,,,0.792558,,,,,,,,,,,,
68,0.01796,2.02E-05,58.07407407,75.32258065,70.93333333,73.52173913,121.7222222,78.05961538,NA,0,5,150.2963718,-0.020642063,510.3033708,1500.307473,Doiwala,30.20315585,78.13266064,0,5,,,4.11032,167.813,,,,,,,,,,,
69,0.01796,2.02E-05,62.875,91.34375,74.89285714,95.76923077,103,89.21928166,NA,0,23,212.6040999,-0.008265267,508.8343558,1497.954834,Doiwala,30.20315585,78.13715064,0,23,,,2.4568,181.163,,,,,,,,,,,
70,0.01796,2.02E-05,80.90909091,99.12121212,88.46875,120.2857143,110.6842105,104.4207921,NA,0,23,214.4331665,-0.013608471,512.3333333,1497.954834,Doiwala,30.20315585,78.14164064,0,23,,,2.21783,189,,,,,,,,,,,
71,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Doiwala,30.20315585,78.14613064,0,0,,,,,,,,,,,,,,,
72,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Doiwala,30.20315585,78.15062064,0,0,,,,,,,,,,,,,,,
73,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Doiwala,30.20315585,78.15511064,0,0,,,,,,,,,,,,,,,
74,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Doiwala,30.20315585,78.15960064,0,0,,,,,,,,,,,,,,,
75,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Doiwala,30.20315585,78.16409064,0,0,,,,,,,,,,,,,,,
76,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Doiwala,30.20315585,78.16858064,0,0,,,,,,,,,,,,,,,
77,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Doiwala,30.20315585,78.17307064,0,0,,,,,,,,,,,,,,,
78,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Doiwala,30.20315585,78.17756064,0,0,,,,,,,,,,,,,,,
79,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Doiwala,30.20315585,78.18205064,0,0,,,,,,,,,,,,,,,
80,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Doiwala,30.20315585,78.18654064,0,0,,,,,,,,,,,,,,,
81,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Doiwala,30.20315585,78.19103064,0,0,,,,,,,,,,,,,,,
82,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Doiwala,30.20315585,78.19552064,0,0,,,,,,,,,,,,,,,
83,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Doiwala,30.20315585,78.20001064,0,0,,,,,,,,,,,,,,,
84,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Doiwala,30.20315585,78.20450064,0,0,,,,,,,,,,,,,,,
85,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Narendranagar,30.20315585,78.20899064,0,0,,,,,,,,,,,,,,,
86,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Narendranagar,30.20315585,78.21348064,0,0,,,,,,,,,,,,,,,
87,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Narendranagar,30.20315585,78.21797064,0,0,,,,,,,,,,,,,,,
88,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Narendranagar,30.20315585,78.22246064,0,0,,,,,,,,,,,,,,,
89,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Narendranagar,30.20315585,78.22695064,0,0,,,,,,,,,,,,,,,
90,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Narendranagar,30.20315585,78.23144064,0,0,,,,,,,,,,,,,,,
91,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Narendranagar,30.20315585,78.23593064,0,0,,,,,,,,,,,,,,,
92,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Narendranagar,30.20315585,78.24042064,0,0,,,,,,,,,,,,,,,
93,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Narendranagar,30.20315585,78.24491064,0,0,,,,,,,,,,,,,,,
94,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Narendranagar,30.20315585,78.24940064,0,0,,,,,,,,,,,,,,,
95,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Narendranagar,30.20315585,78.25389064,0,0,,,,,,,,,,,,,,,
96,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Narendranagar,30.20315585,78.25838064,0,0,,,,,,,,,,,,,,,
97,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Narendranagar,30.20315585,78.26287064,0,0,,,,,,,,,,,,,,,
98,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Narendranagar,30.20315585,78.26736064,0,0,,,,,,,,,,,,,,,
99,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Narendranagar,30.20315585,78.27185064,0,0,,,,,,,,,,,,,,,
100,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Narendranagar,30.20315585,78.27634064,0,0,,,,,,,,,,,,,,,
101,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Narendranagar,30.20315585,78.28083064,0,0,,,,,,,,,,,,,,,
102,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Narendranagar,30.20315585,78.28532064,0,0,,,,,,,,,,,,,,,
103,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Narendranagar,30.20315585,78.28981064,0,0,,,,,,,,,,,,,,,
104,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Narendranagar,30.20315585,78.29430064,0,0,,,,,,,,,,,,,,,
105,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Narendranagar,30.20315585,78.29879064,0,0,,,,,,,,,,,,,,,
106,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Narendranagar,30.20315585,78.30328064,0,0,,,,,,,,,,,,,,,
107,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Narendranagar,30.20315585,78.30777064,0,0,,,,,,,,,,,,,,,
108,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Chhutmalpur,30.20764585,77.82734064,0,0,,,,,,,,,,,,,,,
109,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Clement Town,30.20764585,77.83183064,0,0,,,,,,,,,,,,,,,
110,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Clement Town,30.20764585,77.83632064,0,0,,,,,,,,,,,,,,,
111,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Clement Town,30.20764585,77.84081064,0,0,,,,,,,,,,,,,,,
112,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Clement Town,30.20764585,77.84530064,0,0,,,,,,,,,,,,,,,
113,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Clement Town,30.20764585,77.84979064,0,0,,,,,,,,,,,,,,,
114,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Clement Town,30.20764585,77.85428064,0,0,,,,,,,,,,,,,,,
115,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Clement Town,30.20764585,77.85877064,0,0,,,,,,,,,,,,,,,
116,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Clement Town,30.20764585,77.86326064,0,0,,,,,,,,,,,,,,,
117,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Clement Town,30.20764585,77.86775064,0,0,,,,,,,,,,,,,,,
118,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Clement Town,30.20764585,77.87224064,0,0,,,,,,,,,,,,,,,
119,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Clement Town,30.20764585,77.87673064,0,0,,,,,,,,,,,,,,,
120,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Clement Town,30.20764585,77.88122064,0,0,,,,,,,,,,,,,,,
121,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Clement Town,30.20764585,77.88571064,0,0,,,,,,,,,,,,,,,
122,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Clement Town,30.20764585,77.89020064,0,0,,,,,,,,,,,,,,,
123,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Clement Town,30.20764585,77.89469064,0,0,,,,,,,,,,,,,,,
124,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Clement Town,30.20764585,77.89918064,0,0,,,,,,,,,,,,,,,
125,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Clement Town,30.20764585,77.90367064,0,0,,,,,,,,,,,,,,,
126,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Clement Town,30.20764585,77.90816064,0,0,,,,,,,,,,,,,,,
127,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Clement Town,30.20764585,77.91265064,0,0,,,,,,,,,,,,,,,
128,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Clement Town,30.20764585,77.91714064,0,0,,,,,,,,,,,,,,,
129,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Clement Town,30.20764585,77.92163064,0,0,,,,,,,,,,,,,,,
130,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Clement Town,30.20764585,77.92612064,0,0,,,,,,,,,,,,,,,
131,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Clement Town,30.20764585,77.93061064,0,0,,,,,,,,,,,,,,,
132,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Clement Town,30.20764585,77.93510064,0,0,,,,,,,,,,,,,,,
133,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Clement Town,30.20764585,77.93959064,0,0,,,,,,,,,,,,,,,
134,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Clement Town,30.20764585,77.94408064,0,0,,,,,,,,,,,,,,,
135,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Clement Town,30.20764585,77.94857064,0,0,,,,,,,,,,,,,,,
136,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Clement Town,30.20764585,77.95306064,0,0,,,,,,,,,,,,,,,
137,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Clement Town,30.20764585,77.95755064,0,0,,,,,,,,,,,,,,,
138,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Clement Town,30.20764585,77.96204064,0,0,,,,,,,,,,,,,,,
139,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Clement Town,30.20764585,77.96653064,0,0,,,,,,,,,,,,,,,
140,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Clement Town,30.20764585,77.97102064,0,0,,,,,,,,,,,,,,,
141,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Clement Town,30.20764585,77.97551064,0,0,,,,,,,,,,,,,,,
142,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Clement Town,30.20764585,77.98000064,0,0,,,,,,,,,,,,,,,
143,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Clement Town,30.20764585,77.98449064,0,0,,,,,,,,,,,,,,,
144,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Clement Town,30.20764585,77.98898064,0,0,,,,,,,,,,,,,,,
145,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Clement Town,30.20764585,77.99347064,0,0,,,,,,,,,,,,,,,
146,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Clement Town,30.20764585,77.99796064,0,0,,,,,,,,,,,,,,,
147,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Clement Town,30.20764585,78.00245064,0,0,,,,,,,,,,,,,,,
148,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Clement Town,30.20764585,78.00694064,0,0,,,,,,,,,,,,,,,
149,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Clement Town,30.20764585,78.01143064,0,0,,,,,,,,,,,,,,,
150,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Clement Town,30.20764585,78.01592064,0,0,,,,,,,,,,,,,,,
151,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Clement Town,30.20764585,78.02041064,0,0,,,,,,,,,,,,,,,
152,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Clement Town,30.20764585,78.02490064,0,0,,,,,,,,,,,,,,,
153,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Clement Town,30.20764585,78.02939064,0,0,,,,,,,,,,,,,,,
154,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Clement Town,30.20764585,78.03388064,0,0,,,,,,,,,,,,,,,
155,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Clement Town,30.20764585,78.03837064,0,0,,,,,,,,,,,,,,,
156,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Clement Town,30.20764585,78.04286064,0,0,,,,,,,,,,,,,,,
157,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Clement Town,30.20764585,78.04735064,0,0,,,,,,,,,,,,,,,
158,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Clement Town,30.20764585,78.05184064,0,0,,,,,,,,,,,,,,,
159,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Doiwala,30.20764585,78.05633064,0,0,,,,,,,,,,,,,,,
160,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Doiwala,30.20764585,78.06082064,0,0,,,,,,,,,,,,,,,
161,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Doiwala,30.20764585,78.06531064,0,0,,,,,,,,,,,,,,,
162,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Doiwala,30.20764585,78.06980064,0,0,,,,,,,,,,,,,,,
163,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Doiwala,30.20764585,78.07429064,0,0,,,,,,,,,,,,,,,
164,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Doiwala,30.20764585,78.07878064,0,0,,,,,,,,,,,,,,,
165,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Doiwala,30.20764585,78.08327064,0,0,,,,,,,,,,,,,,,
166,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Doiwala,30.20764585,78.08776064,0,0,,,,,,,,,,,,,,,
167,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Doiwala,30.20764585,78.09225064,0,0,,,,,,,,,,,,,,,
168,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Doiwala,30.20764585,78.09674064,0,0,,,,,,,,,,,,,,,
169,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Doiwala,30.20764585,78.10123064,0,0,,,,,,,,,,,,,,,
170,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Doiwala,30.20764585,78.10572064,0,0,,,,,,,,,,,,,,,
171,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Doiwala,30.20764585,78.11021064,0,0,,,,,,,,,,,,,,,
172,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Doiwala,30.20764585,78.11470064,0,0,,,,,,,,,,,,,,,
173,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Doiwala,30.20764585,78.11919064,0,0,,,,,,,,,,,,,,,
